Crop,State,Land_Area,Yield_per_Acre,Predicted_Price,Cultivation_Cost,Production,Revenue,Profit,Loan_Amount,Interest_Rate,Tenure,EMI,Profit_Margin,Debt_to_Profit_Ratio,Risk
Wheat,Haryana,9.18,1.8,29723.39,210572.41,16.52,491030.4,280457.99,245153.76,9.09,12,21449.29,57.12,0.87,SAFE
Rice,Bihar,9.62,3.76,19994.06,75990.9,36.17,723185.15,647194.25,189603.67,9.05,12,16585.52,89.49,0.29,SAFE
Rice,Madhya Pradesh,5.8,2.92,21851.18,236013.96,16.94,370158.99,134145.03,281109.29,7.43,6,47872.08,36.24,2.1,MODERATE
Rice,Madhya Pradesh,6.35,3.84,24413.44,76923.12,24.38,595199.67,518276.55,31381.56,11.24,6,5403.06,87.08,0.06,SAFE
Wheat,Haryana,7.67,2.64,27856.67,63216.16,20.25,564097.57,500881.41,247740.17,7.82,9,28431.36,88.79,0.49,SAFE
Rice,Uttar Pradesh,5.25,2.52,22352.85,132376.24,13.23,295728.21,163351.97,171937.62,7.21,9,19682.69,55.24,1.05,SAFE
Rice,Bihar,6.91,1.57,28654.11,78748.24,10.85,310897.09,232148.85,294349.05,7.09,6,50077.64,74.67,1.27,SAFE
Wheat,Madhya Pradesh,8.07,2.95,29659.73,112930.96,23.81,706198.17,593267.21,57151.19,7.24,12,4951.43,84.01,0.1,SAFE
Rice,Madhya Pradesh,8.98,3.54,20580.75,177128.67,31.79,654262.04,477133.37,75396.44,11.0,12,6663.66,72.93,0.16,SAFE
Wheat,Uttar Pradesh,7.82,3.46,18885.72,141106.52,27.06,511047.58,369941.06,156495.66,10.85,9,18183.94,72.39,0.42,SAFE
Wheat,Madhya Pradesh,7.66,2.53,27114.97,134928.19,19.38,525488.12,390559.93,298470.72,8.1,6,50926.94,74.32,0.76,SAFE
Rice,Punjab,6.3,3.58,18124.98,76258.15,22.55,408718.3,332460.15,236681.92,7.98,12,20586.4,81.34,0.71,SAFE
Wheat,Madhya Pradesh,7.73,1.72,21497.63,205871.48,13.3,285918.48,80047.0,230556.7,8.38,9,26520.18,28.0,2.88,MODERATE
Wheat,Uttar Pradesh,8.61,3.03,23392.4,55488.44,26.09,610307.72,554819.28,208147.15,8.04,12,18110.24,90.91,0.38,SAFE
Wheat,Punjab,5.08,2.2,25316.0,102380.69,11.18,283032.88,180652.19,74091.31,9.81,9,8572.52,63.83,0.41,SAFE
Wheat,Bihar,3.65,2.19,23974.62,85922.32,7.99,191557.21,105634.89,32110.85,11.6,12,2847.0,55.15,0.3,MODERATE
Rice,Haryana,7.6,3.0,26364.31,128738.06,22.8,601106.27,472368.21,129960.89,10.55,9,15082.27,78.58,0.28,SAFE
Rice,Haryana,3.17,3.88,21041.83,181841.44,12.3,258814.51,76973.07,193947.82,11.37,6,33405.03,29.74,2.52,MODERATE
Wheat,Uttar Pradesh,8.25,2.13,22993.96,112793.61,17.57,404003.88,291210.27,177205.18,11.19,6,30505.57,72.08,0.61,SAFE
Rice,Madhya Pradesh,2.33,1.55,24488.85,146516.38,3.61,88404.75,-58111.63,217020.32,9.48,6,37176.71,-65.73,999.0,RISKY
Wheat,Punjab,7.3,2.3,26854.19,184073.25,16.79,450881.85,266808.6,194298.17,10.91,12,17164.24,59.17,0.73,SAFE
Wheat,Uttar Pradesh,5.39,1.96,25267.19,92454.79,10.56,266821.53,174366.74,96892.02,8.99,12,8472.9,65.35,0.56,SAFE
Rice,Bihar,3.48,3.06,27493.09,173233.38,10.65,292801.41,119568.03,162893.98,10.24,12,14339.16,40.84,1.36,MODERATE
Rice,Bihar,6.65,3.32,29701.72,226432.11,22.08,655813.98,429381.87,266525.89,11.38,12,23603.27,65.47,0.62,SAFE
Wheat,Punjab,8.86,2.5,25013.12,53655.85,22.15,554040.61,500384.76,47307.3,8.45,6,8080.01,90.32,0.09,SAFE
Rice,Madhya Pradesh,5.62,3.07,19550.12,207066.83,17.25,337239.57,130172.74,132338.61,7.38,12,11474.03,38.6,1.02,SAFE
Wheat,Bihar,5.44,2.54,24251.92,69947.61,13.82,335161.53,265213.92,270525.83,7.81,9,31045.04,79.13,1.02,SAFE
Rice,Haryana,8.76,3.13,26129.15,225010.23,27.42,716461.29,491451.06,50852.33,11.99,12,4517.93,68.59,0.1,SAFE
Rice,Uttar Pradesh,5.18,1.64,21670.64,94364.97,8.5,184200.44,89835.47,35559.06,8.4,12,3099.81,48.77,0.4,MODERATE
Wheat,Uttar Pradesh,5.96,3.18,19946.9,195388.58,18.95,377993.76,182605.18,148072.44,7.07,9,16940.95,48.31,0.81,SAFE
Rice,Uttar Pradesh,9.6,2.24,21060.72,212929.79,21.5,452805.48,239875.69,175199.95,7.69,9,20095.72,52.98,0.73,SAFE
Rice,Madhya Pradesh,5.88,2.89,19447.58,244774.84,16.99,330414.38,85639.54,77855.01,8.19,6,13287.55,25.92,0.91,MODERATE
Wheat,Haryana,1.77,1.76,19971.84,106117.42,3.12,62312.14,-43805.28,66935.57,10.53,9,7767.4,-70.3,999.0,RISKY
Wheat,Punjab,3.26,1.53,21084.8,130574.68,4.99,105213.15,-25361.53,282738.33,10.58,9,32816.47,-24.1,999.0,RISKY
Rice,Uttar Pradesh,4.13,1.6,26849.8,71041.73,6.61,177477.18,106435.45,187271.89,11.82,12,16623.12,59.97,1.76,MODERATE
Wheat,Bihar,6.91,2.15,26927.25,113383.71,14.86,400138.93,286755.22,102194.46,7.09,6,17386.36,71.66,0.36,SAFE
Rice,Madhya Pradesh,7.55,3.68,22993.09,241785.37,27.78,638748.04,396962.67,227065.61,8.42,6,38779.08,62.15,0.57,SAFE
Rice,Haryana,8.71,2.11,25944.12,145260.92,18.38,476852.93,331592.01,47917.88,11.3,9,5578.02,69.54,0.14,SAFE
Wheat,Haryana,3.33,3.04,20588.2,162826.86,10.12,208352.58,45525.72,48360.22,10.49,9,5610.94,21.85,1.06,RISKY
Rice,Bihar,1.65,3.88,25960.77,89152.94,6.4,166148.93,76995.99,136514.93,10.55,12,12036.78,46.34,1.77,MODERATE
Wheat,Madhya Pradesh,9.78,2.58,28834.24,181775.0,25.23,727487.88,545712.88,240163.82,7.58,9,27534.74,75.01,0.44,SAFE
Wheat,Uttar Pradesh,2.83,1.9,25969.61,93702.41,5.38,139716.5,46014.09,188629.61,8.45,9,21703.68,32.93,4.1,RISKY
Wheat,Bihar,5.18,2.41,24552.36,65516.79,12.48,306413.45,240896.66,271689.83,7.5,6,46277.32,78.62,1.13,SAFE
Wheat,Bihar,6.94,2.45,18734.07,142045.82,17.0,318479.19,176433.37,145996.62,9.29,12,12787.26,55.4,0.83,SAFE
Rice,Bihar,5.34,3.72,27393.78,231709.77,19.86,544040.47,312330.7,90948.74,7.68,9,10431.54,57.41,0.29,SAFE
Wheat,Bihar,1.43,1.76,22266.87,183142.83,2.52,56112.51,-127030.32,292679.39,11.49,12,25934.43,-226.39,999.0,RISKY
Wheat,Bihar,2.35,1.84,20418.73,103870.73,4.32,88208.91,-15661.82,66273.96,8.44,9,7625.15,-17.76,999.0,RISKY
Rice,Haryana,4.01,3.39,28874.91,138720.92,13.59,392410.03,253689.11,298260.55,10.5,9,34606.78,64.65,1.18,SAFE
Rice,Madhya Pradesh,1.87,3.37,20407.58,204262.91,6.3,128567.75,-75695.16,170966.51,9.51,12,14991.74,-58.88,999.0,RISKY
Rice,Madhya Pradesh,4.3,3.15,20039.4,201449.19,13.54,271333.48,69884.29,95861.09,9.53,12,8406.77,25.76,1.37,MODERATE
Wheat,Madhya Pradesh,3.9,2.79,26752.46,231667.34,10.88,291066.76,59399.42,155839.13,7.44,9,17856.66,20.41,2.62,MODERATE
Rice,Madhya Pradesh,8.58,3.84,20032.13,214903.92,32.95,660058.68,445154.76,193459.0,8.4,9,22254.78,67.44,0.43,SAFE
Wheat,Madhya Pradesh,4.32,3.2,25013.37,168693.65,13.82,345684.77,176991.12,244067.61,11.61,6,42066.44,51.2,1.38,SAFE
Rice,Bihar,8.98,3.31,19898.53,185263.51,29.72,591384.31,406120.8,52162.21,11.52,12,4622.84,68.67,0.13,SAFE
Rice,Bihar,5.78,3.59,26735.59,115611.27,20.75,554763.49,439152.22,100870.64,7.99,6,17205.72,79.16,0.23,SAFE
Wheat,Punjab,3.57,2.12,19843.02,243850.72,7.57,150211.66,-93639.06,288652.99,7.11,12,24990.84,-62.34,999.0,RISKY
Wheat,Madhya Pradesh,9.3,3.35,18978.77,171177.59,31.16,591378.47,420200.88,86233.48,8.44,9,9921.6,71.05,0.21,SAFE
Rice,Punjab,2.84,2.79,19607.72,102673.08,7.92,155293.14,52620.06,88214.87,10.88,6,15172.55,33.88,1.68,MODERATE
Wheat,Bihar,2.42,2.3,28931.17,157412.36,5.57,161146.62,3734.26,45626.0,7.36,9,5226.29,2.32,12.22,RISKY
Wheat,Bihar,6.02,3.1,18055.76,193933.79,18.66,336920.48,142986.69,278764.54,9.65,12,24462.48,42.44,1.95,SAFE
Rice,Haryana,5.49,2.46,23507.22,147104.82,13.51,317582.54,170477.72,212401.53,9.22,9,24516.06,53.68,1.25,SAFE
Rice,Bihar,4.19,3.29,27978.15,242941.59,13.79,385818.69,142877.1,243423.13,8.49,12,21230.19,37.03,1.7,SAFE
Wheat,Uttar Pradesh,6.46,3.71,26593.38,77567.39,23.97,637443.32,559875.93,272093.49,11.84,9,31743.61,87.83,0.49,SAFE
Rice,Haryana,7.95,3.87,26759.49,56140.88,30.77,823389.51,767248.63,186340.67,8.88,9,21478.12,93.18,0.24,SAFE
Wheat,Punjab,3.59,2.08,21888.35,225354.72,7.47,163505.97,-61848.75,57537.47,10.74,6,9892.2,-37.83,999.0,RISKY
Rice,Madhya Pradesh,5.61,1.59,25286.25,237914.63,8.92,225553.35,-12361.28,112895.5,10.87,12,9971.05,-5.48,999.0,RISKY
Rice,Punjab,6.68,2.01,21527.16,226369.77,13.43,289109.76,62739.99,83197.15,9.93,6,14270.55,21.7,1.33,MODERATE
Rice,Haryana,8.11,1.54,29309.32,147624.26,12.49,366073.41,218449.15,239874.24,11.18,12,21220.63,59.67,1.1,SAFE
Rice,Madhya Pradesh,2.16,2.1,28474.95,192397.76,4.54,129276.27,-63121.49,231893.64,8.09,12,20181.71,-48.83,999.0,RISKY
Rice,Madhya Pradesh,9.55,1.73,29246.97,207842.56,16.52,483159.94,275317.38,178117.59,7.2,9,20389.3,56.98,0.65,SAFE
Rice,Haryana,4.03,3.8,23369.68,174082.13,15.31,357789.8,183707.67,57440.35,8.66,6,9816.65,51.35,0.31,SAFE
Wheat,Bihar,1.68,2.28,18790.87,138849.33,3.83,71969.03,-66880.3,147093.05,10.69,6,25285.53,-92.93,999.0,RISKY
Wheat,Punjab,4.7,1.64,19108.0,134261.53,7.71,147322.68,13061.15,124188.25,10.7,9,14421.17,8.87,9.51,RISKY
Rice,Madhya Pradesh,9.36,1.54,26551.3,52953.56,14.41,382604.23,329650.67,62289.88,7.03,12,5390.6,86.16,0.19,SAFE
Wheat,Uttar Pradesh,7.76,3.53,22268.91,157012.11,27.39,609945.44,452933.33,50261.94,7.83,9,5768.44,74.26,0.11,SAFE
Wheat,Bihar,4.92,2.6,26556.6,201553.76,12.79,339658.91,138105.15,239245.12,11.67,9,27892.06,40.66,1.73,SAFE
Wheat,Haryana,3.56,3.26,22342.82,134581.73,11.61,259400.14,124818.41,252337.79,7.64,12,21908.49,48.12,2.02,MODERATE
Rice,Punjab,7.92,3.26,27296.0,106720.75,25.82,704782.72,598061.97,260264.99,8.14,12,22656.89,84.86,0.44,SAFE
Rice,Punjab,9.57,2.37,21274.26,159470.6,22.68,482500.22,323029.62,171993.32,8.92,6,29415.94,66.95,0.53,SAFE
Rice,Madhya Pradesh,3.55,1.74,25762.92,114576.56,6.18,159214.85,44638.29,154231.04,9.93,12,13554.34,28.04,3.46,RISKY
Wheat,Punjab,6.05,1.7,27006.57,204123.31,10.29,277897.61,73774.3,291537.47,10.59,12,25710.84,26.55,3.95,MODERATE
Wheat,Punjab,7.2,3.9,25695.7,87381.76,28.08,721535.26,634153.5,278978.45,9.0,12,24397.08,87.89,0.44,SAFE
Rice,Bihar,4.48,3.04,25170.22,158249.07,13.62,342818.4,184569.33,174022.79,7.29,9,19927.94,53.84,0.94,SAFE
Wheat,Punjab,6.47,1.68,28251.97,87128.63,10.87,307098.91,219970.28,267471.31,8.81,6,45731.02,71.63,1.22,SAFE
Wheat,Madhya Pradesh,5.81,1.68,24903.18,233250.76,9.76,243055.04,9804.28,73199.49,7.01,6,12450.56,4.03,7.47,RISKY
Wheat,Bihar,1.98,1.67,22912.03,63031.15,3.31,75838.82,12807.67,159137.7,11.26,12,14084.16,16.89,12.43,RISKY
Rice,Punjab,3.74,2.78,27368.02,221009.72,10.4,284627.41,63617.69,223581.28,7.42,6,38074.13,22.35,3.51,MODERATE
Wheat,Madhya Pradesh,1.14,3.33,23248.2,139374.26,3.8,88343.16,-51031.1,159620.35,7.28,9,18277.91,-57.76,999.0,RISKY
Rice,Haryana,2.93,2.08,23152.52,173485.86,6.09,140998.85,-32487.01,188250.15,9.7,6,32268.63,-23.04,999.0,RISKY
Rice,Haryana,4.32,2.87,18317.25,157679.77,12.4,227133.9,69454.13,207097.03,9.33,9,23914.56,30.58,2.98,MODERATE
Wheat,Madhya Pradesh,3.71,2.5,19320.72,80125.14,9.28,179296.28,99171.14,109245.83,10.83,6,18787.08,55.31,1.1,MODERATE
Wheat,Bihar,7.48,3.39,23577.69,69606.66,25.36,597930.22,528323.56,128258.89,7.14,12,11106.1,88.36,0.24,SAFE
Wheat,Punjab,2.08,3.85,19051.08,239628.89,8.01,152599.15,-87029.74,298845.42,11.19,9,34772.39,-57.03,999.0,RISKY
Rice,Bihar,1.3,2.23,18637.43,119277.1,2.9,54048.55,-65228.55,288828.53,7.07,9,33044.84,-120.69,999.0,RISKY
Rice,Punjab,8.97,2.97,25075.97,166278.64,26.64,668023.84,501745.2,81766.56,10.11,6,14032.42,75.11,0.16,SAFE
Rice,Madhya Pradesh,3.8,2.66,20938.29,204085.82,10.11,211686.11,7600.29,222468.81,11.33,12,19696.42,3.59,29.27,RISKY
Rice,Punjab,8.14,3.28,21110.65,242862.06,26.7,563654.35,320792.29,91870.6,9.22,9,10604.0,56.91,0.29,SAFE
Wheat,Uttar Pradesh,6.09,2.63,21920.85,59169.31,16.02,351172.02,292002.71,40763.19,7.93,12,3544.61,83.15,0.14,SAFE
Wheat,Bihar,3.52,1.66,23262.69,246282.14,5.84,135854.11,-110428.03,84011.83,11.53,12,7445.89,-81.28,999.0,RISKY
Wheat,Uttar Pradesh,7.45,3.28,26556.34,219450.31,24.44,649036.95,429586.64,209911.98,7.66,9,24074.28,66.19,0.49,SAFE
Rice,Uttar Pradesh,6.93,3.91,24150.77,203974.25,27.1,654485.87,450511.62,37392.17,10.58,6,6425.75,68.83,0.08,SAFE
Wheat,Madhya Pradesh,3.73,3.52,29459.38,65133.96,13.13,386801.66,321667.7,239783.8,7.97,9,27535.21,83.16,0.75,SAFE
Rice,Uttar Pradesh,3.07,1.96,20544.82,247020.91,6.02,123679.82,-123341.09,228322.92,11.99,6,39395.62,-99.73,999.0,RISKY
Rice,Madhya Pradesh,9.39,3.36,20277.12,236610.44,31.55,639743.14,403132.7,295496.22,8.42,9,33995.54,63.01,0.73,SAFE
Wheat,Punjab,1.52,2.65,27639.52,65096.96,4.03,111387.27,46290.31,223314.23,9.68,12,19599.65,41.56,4.82,RISKY
Wheat,Haryana,1.04,3.49,27630.42,145444.05,3.63,100298.42,-45145.63,247794.53,8.2,9,28481.97,-45.01,999.0,RISKY
Wheat,Punjab,5.42,2.86,24103.47,57817.54,15.5,373603.79,315786.25,184707.03,8.87,9,21288.95,84.52,0.58,SAFE
Rice,Haryana,3.61,3.45,18068.76,237363.19,12.45,224956.06,-12407.13,103695.61,9.53,6,17766.15,-5.52,999.0,RISKY
Wheat,Madhya Pradesh,6.42,2.01,28801.33,134720.18,12.9,371537.16,236816.98,137990.88,11.14,12,12204.88,63.74,0.58,SAFE
Rice,Haryana,8.89,3.11,19068.93,153992.59,27.65,527255.91,373263.32,247291.58,7.61,9,28355.43,70.79,0.66,SAFE
Wheat,Uttar Pradesh,7.55,2.89,23470.46,102013.42,21.82,512125.44,410112.02,97791.77,7.61,9,11213.19,80.08,0.24,SAFE
Wheat,Haryana,5.54,3.29,18025.55,230518.99,18.23,328605.78,98086.79,211536.05,8.31,12,18431.52,29.85,2.16,MODERATE
Wheat,Madhya Pradesh,6.36,2.08,26715.79,76336.1,13.23,353449.9,277113.8,118404.21,11.41,9,13789.37,78.4,0.43,SAFE
Wheat,Haryana,9.36,3.12,24027.02,129737.39,29.2,701588.98,571851.59,160189.76,11.63,6,27611.2,81.51,0.28,SAFE
Rice,Haryana,8.35,1.55,25381.47,246798.14,12.94,328436.22,81638.08,166800.6,10.35,6,28645.32,24.86,2.04,MODERATE
Rice,Madhya Pradesh,1.41,3.59,29270.07,100723.31,5.06,148106.55,47383.24,189635.98,7.59,6,32309.35,31.99,4.0,RISKY
Rice,Uttar Pradesh,3.22,2.69,23246.2,210228.53,8.66,201312.09,-8916.44,195518.83,7.92,6,33343.35,-4.43,999.0,RISKY
Rice,Uttar Pradesh,2.49,2.95,19978.88,143514.8,7.35,146844.77,3329.97,98026.85,7.34,9,11227.69,2.27,29.44,RISKY
Wheat,Punjab,2.48,3.67,22601.87,99182.78,9.1,205677.02,106494.24,189188.11,9.48,9,21859.94,51.78,1.78,MODERATE
Rice,Uttar Pradesh,4.32,2.57,18653.67,228471.58,11.1,207055.74,-21415.84,139346.84,11.73,12,12363.2,-10.34,999.0,RISKY
Wheat,Bihar,3.28,2.1,23869.18,212882.89,6.89,164458.65,-48424.24,122837.88,11.17,12,10866.36,-29.44,999.0,RISKY
Rice,Bihar,1.12,3.34,26054.87,223241.76,3.74,97445.21,-125796.55,198279.72,9.12,6,33931.21,-129.09,999.0,RISKY
Wheat,Bihar,7.24,2.88,18787.4,68585.1,20.85,391717.29,323132.19,112008.89,8.68,9,12899.87,82.49,0.35,SAFE
Rice,Bihar,8.87,2.66,24175.91,121431.85,23.59,570309.72,448877.87,55852.82,10.4,12,4920.75,78.71,0.12,SAFE
Wheat,Haryana,4.26,2.16,27808.13,209875.26,9.2,255834.8,45959.54,232634.44,9.54,9,26886.59,17.96,5.06,RISKY
Rice,Madhya Pradesh,9.9,3.64,21323.83,174502.7,36.04,768510.83,594008.13,61482.7,7.86,9,7057.09,77.29,0.1,SAFE
Rice,Uttar Pradesh,9.91,1.54,21375.67,127012.69,15.26,326192.72,199180.03,79150.46,8.17,6,13507.87,61.06,0.4,SAFE
Wheat,Madhya Pradesh,3.51,2.49,21547.24,136005.37,8.74,188322.88,52317.51,129542.19,9.91,6,22218.69,27.78,2.48,MODERATE
Rice,Bihar,4.86,2.65,24497.18,216624.67,12.88,315523.68,98899.01,63396.09,11.1,6,10910.71,31.34,0.64,MODERATE
Rice,Haryana,4.6,2.1,21241.65,231667.14,9.66,205194.34,-26472.8,36741.09,8.38,6,6274.05,-12.9,999.0,RISKY
Rice,Haryana,3.8,2.27,18960.45,148383.96,8.63,163628.68,15244.72,31907.76,11.57,12,2828.55,9.32,2.09,RISKY
Wheat,Haryana,3.91,3.22,20375.78,112267.82,12.59,256531.07,144263.25,171187.03,11.09,9,19910.48,56.24,1.19,SAFE
Rice,Madhya Pradesh,4.64,2.24,29947.61,220260.67,10.39,311155.67,90895.0,52051.29,8.96,12,4551.0,29.21,0.57,MODERATE
Wheat,Punjab,2.15,2.09,25393.05,154831.0,4.49,114014.79,-40816.21,80666.45,8.52,12,7036.46,-35.8,999.0,RISKY
Rice,Haryana,5.4,3.2,23600.04,57163.93,17.28,407808.69,350644.76,37295.72,7.18,12,3230.17,85.98,0.11,SAFE
Wheat,Punjab,6.04,1.56,24599.37,200607.46,9.42,231726.07,31118.61,88079.51,8.83,6,15060.3,13.43,2.83,RISKY
Wheat,Bihar,3.08,2.1,27421.37,60787.26,6.47,177416.26,116629.0,153995.66,8.64,6,26316.59,65.74,1.32,MODERATE
Wheat,Haryana,7.54,2.44,19960.9,55118.06,18.4,367280.56,312162.5,95119.61,10.78,12,8397.07,84.99,0.3,SAFE
Wheat,Madhya Pradesh,8.51,2.08,19741.93,244558.93,17.7,349432.16,104873.23,114842.65,7.45,6,19558.49,30.01,1.1,MODERATE
Wheat,Haryana,5.74,3.6,28425.79,244688.14,20.66,587276.82,342588.68,143805.71,10.61,6,24714.76,58.34,0.42,SAFE
Wheat,Bihar,8.06,3.24,22857.24,185205.75,26.11,596802.54,411596.79,32154.6,10.92,12,2840.68,68.97,0.08,SAFE
Wheat,Punjab,8.12,3.79,23804.83,63562.95,30.77,732474.62,668911.67,77850.2,10.27,6,13366.45,91.32,0.12,SAFE
Wheat,Madhya Pradesh,3.01,2.09,25321.2,109406.7,6.29,159270.35,49863.65,191849.29,9.23,12,16797.97,31.31,3.85,RISKY
Wheat,Haryana,4.95,3.48,27659.65,170392.34,17.23,476575.77,306183.43,261729.41,9.43,6,44829.17,64.25,0.85,SAFE
Rice,Punjab,8.51,2.81,20151.22,239711.87,23.91,481815.67,242103.8,214666.04,9.81,6,36808.31,50.25,0.89,SAFE
Rice,Uttar Pradesh,5.69,2.82,19342.76,127614.49,16.05,310451.3,182836.81,142730.94,11.81,6,24614.59,58.89,0.78,SAFE
Wheat,Madhya Pradesh,4.18,2.39,24185.55,73633.18,9.99,241613.64,167980.46,52356.4,7.03,6,8905.86,69.52,0.31,SAFE
Rice,Punjab,3.19,3.91,20285.92,177319.76,12.47,252965.42,75645.66,243890.44,10.45,9,28292.51,29.9,3.22,MODERATE
Rice,Madhya Pradesh,8.74,2.76,20895.09,73918.69,24.12,503989.57,430070.88,111482.74,11.08,12,9857.19,85.33,0.26,SAFE
Wheat,Madhya Pradesh,3.01,1.53,24019.92,229053.94,4.61,110731.83,-118322.11,183407.25,10.01,12,16125.26,-106.85,999.0,RISKY
Wheat,Bihar,6.79,2.53,29450.77,90521.94,17.18,505964.23,415442.29,171802.85,8.06,6,29310.7,82.11,0.41,SAFE
Rice,Madhya Pradesh,1.53,3.64,19073.22,188139.51,5.57,106237.84,-81901.67,266170.84,7.37,6,45320.27,-77.09,999.0,RISKY
Wheat,Bihar,5.81,3.23,19770.95,201259.72,18.77,371100.73,169841.01,145608.32,8.42,9,16751.6,45.77,0.86,SAFE
Wheat,Haryana,5.92,2.09,24960.23,62842.28,12.37,308758.05,245915.77,142408.97,7.69,9,16334.54,79.65,0.58,SAFE
Wheat,Bihar,1.25,2.04,19784.73,161885.87,2.55,50451.06,-111434.81,240837.56,10.64,9,27960.04,-220.88,999.0,RISKY
Wheat,Punjab,3.35,3.35,24478.1,166183.84,11.22,274644.28,108460.44,273749.16,7.39,9,31360.82,39.49,2.52,MODERATE
Wheat,Haryana,3.95,1.77,22889.88,124937.24,6.99,160000.26,35063.02,36104.4,11.15,6,6214.6,21.91,1.03,RISKY
Rice,Bihar,5.38,1.78,19462.54,178963.14,9.58,186451.13,7487.99,108959.49,8.85,9,12557.41,4.02,14.55,RISKY
Wheat,Uttar Pradesh,2.13,1.71,23241.52,60860.9,3.64,84599.13,23738.23,275635.28,11.75,6,47526.37,28.06,11.61,RISKY
Wheat,Punjab,3.52,2.62,19150.33,239021.5,9.22,176566.04,-62455.46,188139.71,9.79,6,32258.04,-35.37,999.0,RISKY
Rice,Punjab,7.85,3.58,27199.75,152118.34,28.1,764312.98,612194.64,92848.82,7.48,6,15814.16,80.1,0.15,SAFE
Rice,Madhya Pradesh,1.1,1.98,26542.81,143910.81,2.18,57863.33,-86047.48,50959.83,10.94,12,4502.49,-148.71,999.0,RISKY
Rice,Bihar,1.17,2.78,28612.44,238638.06,3.25,92990.43,-145647.63,62558.52,7.83,9,7179.69,-156.63,999.0,RISKY
Rice,Haryana,7.45,3.47,19449.91,186709.23,25.85,502780.17,316070.94,65833.34,9.44,9,7605.54,62.86,0.21,SAFE
Wheat,Uttar Pradesh,8.08,3.86,23079.03,70260.16,31.19,719834.95,649574.79,138822.22,11.26,12,12286.18,90.24,0.21,SAFE
Wheat,Bihar,4.29,3.82,19023.99,242079.46,16.39,311803.2,69723.74,68355.39,9.34,12,5988.56,22.36,0.98,MODERATE
Wheat,Uttar Pradesh,9.93,3.8,25327.72,56130.31,37.73,955614.88,899484.57,233062.11,11.09,12,20608.2,94.13,0.26,SAFE
Wheat,Bihar,1.85,1.51,26736.83,209902.39,2.79,74595.76,-135306.63,137854.94,10.62,9,16002.96,-181.39,999.0,RISKY
Rice,Madhya Pradesh,2.95,2.76,19328.46,161358.67,8.14,157333.66,-4025.01,134646.01,10.85,6,23156.49,-2.56,999.0,RISKY
Wheat,Uttar Pradesh,8.24,2.39,29161.26,114739.39,19.69,574185.21,459445.82,291163.15,10.08,6,49963.84,80.02,0.63,SAFE
Wheat,Bihar,2.6,2.24,25040.24,177414.23,5.82,145734.2,-31680.03,138335.58,10.29,12,12180.56,-21.74,999.0,RISKY
Rice,Uttar Pradesh,5.56,2.54,29365.97,85801.54,14.12,414647.5,328845.96,94570.97,9.51,9,10928.64,79.31,0.29,SAFE
Rice,Haryana,1.25,3.41,20409.48,175521.42,4.26,86944.38,-88577.04,225054.25,9.89,12,19774.33,-101.88,999.0,RISKY
Wheat,Madhya Pradesh,6.58,1.98,22607.93,243429.55,13.03,294581.33,51151.78,118288.6,9.78,9,13684.56,17.36,2.31,MODERATE
Wheat,Bihar,1.27,2.86,24024.57,219149.4,3.63,87209.19,-131940.21,198717.76,11.93,9,23191.77,-151.29,999.0,RISKY
Wheat,Punjab,8.4,2.97,21038.96,162684.01,24.95,524922.05,362238.04,56719.84,11.53,12,5027.03,69.01,0.16,SAFE
Rice,Madhya Pradesh,9.11,1.58,20382.98,105688.31,14.39,293311.08,187622.77,239453.49,7.1,6,40739.42,63.97,1.28,SAFE
Wheat,Madhya Pradesh,8.77,1.95,23145.72,146287.33,17.1,395791.81,249504.48,121415.23,8.51,12,10590.37,63.04,0.49,SAFE
Rice,Bihar,5.61,2.69,19052.79,154063.98,15.09,287506.6,133442.62,85688.91,9.82,9,9914.79,46.41,0.64,SAFE
Wheat,Uttar Pradesh,3.08,3.41,19729.21,184937.64,10.5,207156.7,22219.06,202085.07,8.37,6,34507.84,10.73,9.1,RISKY
Wheat,Haryana,5.04,1.89,19915.32,71041.66,9.53,189793.0,118751.34,64228.16,11.62,9,7486.43,62.57,0.54,MODERATE
Rice,Bihar,4.96,3.66,29070.41,96535.66,18.15,527627.94,431092.28,192715.82,10.78,12,17012.77,81.7,0.45,SAFE
Wheat,Uttar Pradesh,5.54,3.73,22806.92,151328.35,20.66,471190.97,319862.62,243263.2,8.64,12,21233.14,67.88,0.76,SAFE
Rice,Bihar,6.46,1.86,28448.3,200249.52,12.02,341948.57,141699.05,246833.19,7.91,9,28337.74,41.44,1.74,SAFE
Wheat,Bihar,7.99,2.11,20082.82,195282.71,16.86,338596.35,143313.64,237090.12,8.74,9,27311.97,42.33,1.65,SAFE
Wheat,Haryana,8.28,2.26,24288.94,186372.39,18.71,454446.07,268073.68,255329.1,9.15,9,29462.46,58.99,0.95,SAFE
Rice,Bihar,6.73,3.8,22090.43,212803.14,25.57,564852.3,352049.16,113273.69,7.13,12,9807.99,62.33,0.32,SAFE
Rice,Bihar,6.18,2.67,28614.24,67877.12,16.5,472134.96,404257.84,144356.31,11.93,12,12821.16,85.62,0.36,SAFE
Wheat,Uttar Pradesh,5.1,3.54,18055.58,152821.31,18.05,325903.22,173081.91,270143.48,7.59,6,46025.87,53.11,1.56,SAFE
Rice,Haryana,5.89,3.89,27777.51,205453.24,22.91,636382.75,430929.51,226297.81,7.3,9,25915.19,67.72,0.53,SAFE
